Question,Answer
"In 1977, Taiwan consumed how much of coal in terms of TWh?",26.99 TWh
"In 1978, Taiwan consumed how much of coal in terms of TWh?",29.78 TWh
"In 1979, Taiwan consumed how much of coal in terms of TWh?",37.60 TWh
"In 1980, Taiwan consumed how much of coal in terms of TWh?",44.48 TWh
"In 1981, Taiwan consumed how much of coal in terms of TWh?",41.05 TWh
"In 1982, Taiwan consumed how much of coal in terms of TWh?",48.15 TWh
"In 1983, Taiwan consumed how much of coal in terms of TWh?",65.00 TWh
"In 1984, Taiwan consumed how much of coal in terms of TWh?",75.41 TWh
"In 1985, Taiwan consumed how much of coal in terms of TWh?",79.88 TWh
"In 1986, Taiwan consumed how much of coal in terms of TWh?",97.25 TWh
"In 1987, Taiwan consumed how much of coal in terms of TWh?",105.22 TWh
"In 1988, Taiwan consumed how much of coal in terms of TWh?",121.93 TWh
"In 1989, Taiwan consumed how much of coal in terms of TWh?",127.18 TWh
"In 1990, Taiwan consumed how much of coal in terms of TWh?",125.66 TWh
"In 1991, Taiwan consumed how much of coal in terms of TWh?",137.64 TWh
"In 1992, Taiwan consumed how much of coal in terms of TWh?",159.02 TWh
"In 1993, Taiwan consumed how much of coal in terms of TWh?",178.81 TWh
"In 1994, Taiwan consumed how much of coal in terms of TWh?",186.10 TWh
"In 1995, Taiwan consumed how much of coal in terms of TWh?",191.85 TWh
"In 1996, Taiwan consumed how much of coal in terms of TWh?",216.38 TWh
"In 1997, Taiwan consumed how much of coal in terms of TWh?",247.48 TWh
"In 1998, Taiwan consumed how much of coal in terms of TWh?",268.50 TWh
"In 1999, Taiwan consumed how much of coal in terms of TWh?",277.30 TWh
"In 2000, Taiwan consumed how much of coal in terms of TWh?",326.86 TWh
"In 2001, Taiwan consumed how much of coal in terms of TWh?",343.00 TWh
"In 2002, Taiwan consumed how much of coal in terms of TWh?",371.89 TWh
"In 2003, Taiwan consumed how much of coal in terms of TWh?",396.45 TWh
"In 2004, Taiwan consumed how much of coal in terms of TWh?",412.38 TWh
"In 2005, Taiwan consumed how much of coal in terms of TWh?",419.94 TWh
"In 2006, Taiwan consumed how much of coal in terms of TWh?",440.81 TWh
"In 2007, Taiwan consumed how much of coal in terms of TWh?",461.68 TWh
"In 2008, Taiwan consumed how much of coal in terms of TWh?",442.01 TWh
"In 2009, Taiwan consumed how much of coal in terms of TWh?",421.60 TWh
"In 2010, Taiwan consumed how much of coal in terms of TWh?",452.32 TWh
"In 2011, Taiwan consumed how much of coal in terms of TWh?",468.86 TWh
"In 2012, Taiwan consumed how much of coal in terms of TWh?",458.43 TWh
"In 2013, Taiwan consumed how much of coal in terms of TWh?",467.62 TWh
"In 2014, Taiwan consumed how much of coal in terms of TWh?",472.62 TWh
"In 2015, Taiwan consumed how much of coal in terms of TWh?",458.45 TWh
"In 2016, Taiwan consumed how much of coal in terms of TWh?",464.03 TWh
"In 2017, Taiwan consumed how much of coal in terms of TWh?",471.06 TWh
"In 2018, Taiwan consumed how much of coal in terms of TWh?",473.56 TWh
"In 2019, Taiwan consumed how much of coal in terms of TWh?",464.16 TWh
"In 2020, Taiwan consumed how much of coal in terms of TWh?",433.83 TWh
"In 2021, Taiwan consumed how much of coal in terms of TWh?",465.73 TWh
"In 2022, Taiwan consumed how much of coal in terms of TWh?",439.28 TWh
"In 2023, Taiwan consumed how much of coal in terms of TWh?",413.88 TWh
"In 1965, Thailand consumed how much of coal in terms of TWh?",0.52 TWh
"In 1966, Thailand consumed how much of coal in terms of TWh?",0.76 TWh
"In 1967, Thailand consumed how much of coal in terms of TWh?",1.35 TWh
"In 1968, Thailand consumed how much of coal in terms of TWh?",1.49 TWh
"In 1969, Thailand consumed how much of coal in terms of TWh?",1.58 TWh
"In 1970, Thailand consumed how much of coal in terms of TWh?",1.69 TWh
"In 1971, Thailand consumed how much of coal in terms of TWh?",1.33 TWh
"In 1972, Thailand consumed how much of coal in terms of TWh?",1.04 TWh
"In 1973, Thailand consumed how much of coal in terms of TWh?",1.12 TWh
"In 1974, Thailand consumed how much of coal in terms of TWh?",1.68 TWh
"In 1975, Thailand consumed how much of coal in terms of TWh?",1.60 TWh
"In 1976, Thailand consumed how much of coal in terms of TWh?",1.86 TWh
"In 1977, Thailand consumed how much of coal in terms of TWh?",1.79 TWh
"In 1978, Thailand consumed how much of coal in terms of TWh?",2.30 TWh
"In 1979, Thailand consumed how much of coal in terms of TWh?",4.84 TWh
"In 1980, Thailand consumed how much of coal in terms of TWh?",5.24 TWh
"In 1981, Thailand consumed how much of coal in terms of TWh?",5.82 TWh
"In 1982, Thailand consumed how much of coal in terms of TWh?",7.59 TWh
"In 1983, Thailand consumed how much of coal in terms of TWh?",7.29 TWh
"In 1984, Thailand consumed how much of coal in terms of TWh?",9.18 TWh
"In 1985, Thailand consumed how much of coal in terms of TWh?",18.44 TWh
"In 1986, Thailand consumed how much of coal in terms of TWh?",18.09 TWh
"In 1987, Thailand consumed how much of coal in terms of TWh?",26.11 TWh
"In 1988, Thailand consumed how much of coal in terms of TWh?",26.91 TWh
"In 1989, Thailand consumed how much of coal in terms of TWh?",32.77 TWh
"In 1990, Thailand consumed how much of coal in terms of TWh?",45.35 TWh
"In 1991, Thailand consumed how much of coal in terms of TWh?",53.11 TWh
"In 1992, Thailand consumed how much of coal in terms of TWh?",56.85 TWh
"In 1993, Thailand consumed how much of coal in terms of TWh?",63.32 TWh
"In 1994, Thailand consumed how much of coal in terms of TWh?",73.22 TWh
"In 1995, Thailand consumed how much of coal in terms of TWh?",83.52 TWh
"In 1996, Thailand consumed how much of coal in terms of TWh?",101.62 TWh
"In 1997, Thailand consumed how much of coal in terms of TWh?",104.80 TWh
"In 1998, Thailand consumed how much of coal in terms of TWh?",84.08 TWh
"In 1999, Thailand consumed how much of coal in terms of TWh?",89.40 TWh
"In 2000, Thailand consumed how much of coal in terms of TWh?",91.70 TWh
"In 2001, Thailand consumed how much of coal in terms of TWh?",102.08 TWh
"In 2002, Thailand consumed how much of coal in terms of TWh?",108.94 TWh
"In 2003, Thailand consumed how much of coal in terms of TWh?",111.27 TWh
"In 2004, Thailand consumed how much of coal in terms of TWh?",124.67 TWh
"In 2005, Thailand consumed how much of coal in terms of TWh?",134.76 TWh
"In 2006, Thailand consumed how much of coal in terms of TWh?",143.82 TWh
"In 2007, Thailand consumed how much of coal in terms of TWh?",161.63 TWh
"In 2008, Thailand consumed how much of coal in terms of TWh?",174.31 TWh
"In 2009, Thailand consumed how much of coal in terms of TWh?",174.90 TWh
"In 2010, Thailand consumed how much of coal in terms of TWh?",179.48 TWh
"In 2011, Thailand consumed how much of coal in terms of TWh?",182.52 TWh
"In 2012, Thailand consumed how much of coal in terms of TWh?",191.56 TWh
"In 2013, Thailand consumed how much of coal in terms of TWh?",188.54 TWh
"In 2014, Thailand consumed how much of coal in terms of TWh?",207.87 TWh
"In 2015, Thailand consumed how much of coal in terms of TWh?",204.07 TWh
"In 2016, Thailand consumed how much of coal in terms of TWh?",208.03 TWh
"In 2017, Thailand consumed how much of coal in terms of TWh?",208.86 TWh
"In 2018, Thailand consumed how much of coal in terms of TWh?",222.67 TWh
"In 2019, Thailand consumed how much of coal in terms of TWh?",198.45 TWh
"In 2020, Thailand consumed how much of coal in terms of TWh?",212.18 TWh
"In 2021, Thailand consumed how much of coal in terms of TWh?",217.27 TWh
"In 2022, Thailand consumed how much of coal in terms of TWh?",197.68 TWh
"In 2023, Thailand consumed how much of coal in terms of TWh?",168.05 TWh
"In 1971, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1972, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1973, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1974, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1975, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1976, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1977, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1978, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1979, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1980, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1981, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1982, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1983, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1984, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1985, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1986, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1987, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1988, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1989, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1990, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1991, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1992, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1993, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1994, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1995, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1996, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1997, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1998, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1999, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2000, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2001, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2002, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2003, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2004, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2005, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2006, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2007, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2008, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2009, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2010, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2011, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2012, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2013, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2014, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2015, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2016, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2017, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2018, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2019, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2020, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2021, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2022, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 2023, Trinidad and Tobago consumed how much of coal in terms of TWh?",0.00 TWh
"In 1965, Turkey consumed how much of coal in terms of TWh?",42.68 TWh
"In 1966, Turkey consumed how much of coal in terms of TWh?",47.50 TWh
"In 1967, Turkey consumed how much of coal in terms of TWh?",42.10 TWh
"In 1968, Turkey consumed how much of coal in terms of TWh?",45.76 TWh
"In 1969, Turkey consumed how much of coal in terms of TWh?",48.61 TWh
"In 1970, Turkey consumed how much of coal in terms of TWh?",53.85 TWh
"In 1971, Turkey consumed how much of coal in terms of TWh?",55.36 TWh
"In 1972, Turkey consumed how much of coal in terms of TWh?",59.41 TWh
"In 1973, Turkey consumed how much of coal in terms of TWh?",60.72 TWh
"In 1974, Turkey consumed how much of coal in terms of TWh?",66.22 TWh
"In 1975, Turkey consumed how much of coal in terms of TWh?",68.77 TWh
"In 1976, Turkey consumed how much of coal in terms of TWh?",72.14 TWh
"In 1977, Turkey consumed how much of coal in terms of TWh?",74.33 TWh
"In 1978, Turkey consumed how much of coal in terms of TWh?",75.41 TWh
"In 1979, Turkey consumed how much of coal in terms of TWh?",77.28 TWh
"In 1980, Turkey consumed how much of coal in terms of TWh?",81.81 TWh
"In 1981, Turkey consumed how much of coal in terms of TWh?",83.50 TWh
"In 1982, Turkey consumed how much of coal in terms of TWh?",93.77 TWh
"In 1983, Turkey consumed how much of coal in terms of TWh?",103.18 TWh
"In 1984, Turkey consumed how much of coal in terms of TWh?",115.94 TWh
"In 1985, Turkey consumed how much of coal in terms of TWh?",138.78 TWh
"In 1986, Turkey consumed how much of coal in terms of TWh?",152.73 TWh
"In 1987, Turkey consumed how much of coal in terms of TWh?",161.24 TWh
"In 1988, Turkey consumed how much of coal in terms of TWh?",155.89 TWh
"In 1989, Turkey consumed how much of coal in terms of TWh?",175.67 TWh
"In 1990, Turkey consumed how much of coal in terms of TWh?",186.52 TWh
"In 1991, Turkey consumed how much of coal in terms of TWh?",199.26 TWh
"In 1992, Turkey consumed how much of coal in terms of TWh?",198.54 TWh
"In 1993, Turkey consumed how much of coal in terms of TWh?",183.71 TWh
"In 1994, Turkey consumed how much of coal in terms of TWh?",184.25 TWh
"In 1995, Turkey consumed how much of coal in terms of TWh?",192.34 TWh
"In 1996, Turkey consumed how much of coal in terms of TWh?",216.35 TWh
"In 1997, Turkey consumed how much of coal in terms of TWh?",241.69 TWh
"In 1998, Turkey consumed how much of coal in terms of TWh?",250.77 TWh
"In 1999, Turkey consumed how much of coal in terms of TWh?",233.00 TWh
"In 2000, Turkey consumed how much of coal in terms of TWh?",261.22 TWh
"In 2001, Turkey consumed how much of coal in terms of TWh?",214.61 TWh
"In 2002, Turkey consumed how much of coal in terms of TWh?",224.14 TWh
"In 2003, Turkey consumed how much of coal in terms of TWh?",242.09 TWh
"In 2004, Turkey consumed how much of coal in terms of TWh?",256.86 TWh
"In 2005, Turkey consumed how much of coal in terms of TWh?",257.69 TWh
"In 2006, Turkey consumed how much of coal in terms of TWh?",304.33 TWh
"In 2007, Turkey consumed how much of coal in terms of TWh?",342.67 TWh
"In 2008, Turkey consumed how much of coal in terms of TWh?",344.20 TWh
"In 2009, Turkey consumed how much of coal in terms of TWh?",359.34 TWh
"In 2010, Turkey consumed how much of coal in terms of TWh?",365.62 TWh
"In 2011, Turkey consumed how much of coal in terms of TWh?",394.01 TWh
"In 2012, Turkey consumed how much of coal in terms of TWh?",424.44 TWh
"In 2013, Turkey consumed how much of coal in terms of TWh?",367.09 TWh
"In 2014, Turkey consumed how much of coal in terms of TWh?",420.15 TWh
"In 2015, Turkey consumed how much of coal in terms of TWh?",404.03 TWh
"In 2016, Turkey consumed how much of coal in terms of TWh?",447.26 TWh
"In 2017, Turkey consumed how much of coal in terms of TWh?",458.91 TWh
"In 2018, Turkey consumed how much of coal in terms of TWh?",475.22 TWh
"In 2019, Turkey consumed how much of coal in terms of TWh?",487.53 TWh
"In 2020, Turkey consumed how much of coal in terms of TWh?",472.37 TWh
"In 2021, Turkey consumed how much of coal in terms of TWh?",482.32 TWh
"In 2022, Turkey consumed how much of coal in terms of TWh?",488.70 TWh
"In 2023, Turkey consumed how much of coal in terms of TWh?",458.10 TWh
"In 1985, Turkmenistan consumed how much of coal in terms of TWh?",3.74 TWh
"In 1986, Turkmenistan consumed how much of coal in terms of TWh?",3.74 TWh
"In 1987, Turkmenistan consumed how much of coal in terms of TWh?",3.74 TWh
"In 1988, Turkmenistan consumed how much of coal in terms of TWh?",3.21 TWh
"In 1989, Turkmenistan consumed how much of coal in terms of TWh?",3.74 TWh
"In 1990, Turkmenistan consumed how much of coal in terms of TWh?",4.28 TWh
"In 1991, Turkmenistan consumed how much of coal in terms of TWh?",3.74 TWh
"In 1992, Turkmenistan consumed how much of coal in terms of TWh?",1.60 TWh
"In 1993, Turkmenistan consumed how much of coal in terms of TWh?",0.00 TWh
"In 1994, Turkmenistan consumed how much of coal in terms of TWh?",0.06 TWh
"In 1995, Turkmenistan consumed how much of coal in terms of TWh?",0.06 TWh
"In 1996, Turkmenistan consumed how much of coal in terms of TWh?",0.53 TWh
"In 1965, USSR consumed how much of coal in terms of TWh?",3459.19 TWh
"In 1966, USSR consumed how much of coal in terms of TWh?",3585.22 TWh
"In 1967, USSR consumed how much of coal in terms of TWh?",3640.72 TWh
"In 1968, USSR consumed how much of coal in terms of TWh?",3608.97 TWh
"In 1969, USSR consumed how much of coal in terms of TWh?",3677.60 TWh
"In 1970, USSR consumed how much of coal in terms of TWh?",3630.39 TWh
"In 1971, USSR consumed how much of coal in terms of TWh?",3703.80 TWh
"In 1972, USSR consumed how much of coal in terms of TWh?",3803.02 TWh
"In 1973, USSR consumed how much of coal in terms of TWh?",3848.10 TWh
"In 1974, USSR consumed how much of coal in terms of TWh?",3866.99 TWh
"In 1975, USSR consumed how much of coal in terms of TWh?",3977.06 TWh
"In 1976, USSR consumed how much of coal in terms of TWh?",3972.75 TWh
"In 1977, USSR consumed how much of coal in terms of TWh?",4044.11 TWh
"In 1978, USSR consumed how much of coal in terms of TWh?",4019.64 TWh
"In 1979, USSR consumed how much of coal in terms of TWh?",4048.74 TWh
"In 1980, USSR consumed how much of coal in terms of TWh?",3925.49 TWh
"In 1981, USSR consumed how much of coal in terms of TWh?",3900.58 TWh
"In 1982, USSR consumed how much of coal in terms of TWh?",3960.33 TWh
"In 1983, USSR consumed how much of coal in terms of TWh?",3970.49 TWh
"In 1984, USSR consumed how much of coal in terms of TWh?",3933.01 TWh
"In 1985, Ukraine consumed how much of coal in terms of TWh?",987.91 TWh
"In 1986, Ukraine consumed how much of coal in terms of TWh?",980.78 TWh
"In 1987, Ukraine consumed how much of coal in terms of TWh?",971.87 TWh
"In 1988, Ukraine consumed how much of coal in terms of TWh?",916.63 TWh
"In 1989, Ukraine consumed how much of coal in terms of TWh?",835.83 TWh
"In 1990, Ukraine consumed how much of coal in terms of TWh?",965.93 TWh
"In 1991, Ukraine consumed how much of coal in terms of TWh?",857.39 TWh
"In 1992, Ukraine consumed how much of coal in terms of TWh?",843.97 TWh
"In 1993, Ukraine consumed how much of coal in terms of TWh?",751.69 TWh
"In 1994, Ukraine consumed how much of coal in terms of TWh?",599.94 TWh
"In 1995, Ukraine consumed how much of coal in terms of TWh?",593.12 TWh
"In 1996, Ukraine consumed how much of coal in terms of TWh?",446.31 TWh
"In 1997, Ukraine consumed how much of coal in terms of TWh?",435.43 TWh
"In 1998, Ukraine consumed how much of coal in terms of TWh?",446.23 TWh
"In 1999, Ukraine consumed how much of coal in terms of TWh?",441.38 TWh
"In 2000, Ukraine consumed how much of coal in terms of TWh?",448.28 TWh
"In 2001, Ukraine consumed how much of coal in terms of TWh?",436.45 TWh
"In 2002, Ukraine consumed how much of coal in terms of TWh?",439.20 TWh
"In 2003, Ukraine consumed how much of coal in terms of TWh?",451.36 TWh
"In 2004, Ukraine consumed how much of coal in terms of TWh?",428.85 TWh
"In 2005, Ukraine consumed how much of coal in terms of TWh?",433.76 TWh
"In 2006, Ukraine consumed how much of coal in terms of TWh?",466.39 TWh
"In 2007, Ukraine consumed how much of coal in terms of TWh?",496.10 TWh
"In 2008, Ukraine consumed how much of coal in terms of TWh?",486.11 TWh
"In 2009, Ukraine consumed how much of coal in terms of TWh?",417.17 TWh
"In 2010, Ukraine consumed how much of coal in terms of TWh?",444.86 TWh
"In 2011, Ukraine consumed how much of coal in terms of TWh?",482.53 TWh
"In 2012, Ukraine consumed how much of coal in terms of TWh?",496.81 TWh
"In 2013, Ukraine consumed how much of coal in terms of TWh?",481.80 TWh
"In 2014, Ukraine consumed how much of coal in terms of TWh?",413.75 TWh
"In 2015, Ukraine consumed how much of coal in terms of TWh?",318.01 TWh
"In 2016, Ukraine consumed how much of coal in terms of TWh?",377.39 TWh
"In 2017, Ukraine consumed how much of coal in terms of TWh?",299.55 TWh
"In 2018, Ukraine consumed how much of coal in terms of TWh?",326.28 TWh
"In 2019, Ukraine consumed how much of coal in terms of TWh?",303.26 TWh
"In 2020, Ukraine consumed how much of coal in terms of TWh?",265.71 TWh
"In 2021, Ukraine consumed how much of coal in terms of TWh?",264.88 TWh
"In 2022, Ukraine consumed how much of coal in terms of TWh?",151.27 TWh
"In 2023, Ukraine consumed how much of coal in terms of TWh?",135.36 TWh
"In 2001, United Arab Emirates consumed how much of coal in terms of TWh?",0.22 TWh
"In 2002, United Arab Emirates consumed how much of coal in terms of TWh?",1.10 TWh
"In 2003, United Arab Emirates consumed how much of coal in terms of TWh?",1.29 TWh
"In 2004, United Arab Emirates consumed how much of coal in terms of TWh?",1.46 TWh
"In 2005, United Arab Emirates consumed how much of coal in terms of TWh?",1.69 TWh
"In 2006, United Arab Emirates consumed how much of coal in terms of TWh?",3.28 TWh
"In 2007, United Arab Emirates consumed how much of coal in terms of TWh?",1.58 TWh
"In 2008, United Arab Emirates consumed how much of coal in terms of TWh?",3.99 TWh
"In 2009, United Arab Emirates consumed how much of coal in terms of TWh?",3.19 TWh
"In 2010, United Arab Emirates consumed how much of coal in terms of TWh?",7.65 TWh
"In 2011, United Arab Emirates consumed how much of coal in terms of TWh?",5.17 TWh
"In 2012, United Arab Emirates consumed how much of coal in terms of TWh?",16.08 TWh
"In 2013, United Arab Emirates consumed how much of coal in terms of TWh?",20.58 TWh
"In 2014, United Arab Emirates consumed how much of coal in terms of TWh?",22.95 TWh
"In 2015, United Arab Emirates consumed how much of coal in terms of TWh?",19.94 TWh
"In 2016, United Arab Emirates consumed how much of coal in terms of TWh?",21.41 TWh
"In 2017, United Arab Emirates consumed how much of coal in terms of TWh?",24.76 TWh
"In 2018, United Arab Emirates consumed how much of coal in terms of TWh?",22.33 TWh
"In 2019, United Arab Emirates consumed how much of coal in terms of TWh?",20.67 TWh
"In 2020, United Arab Emirates consumed how much of coal in terms of TWh?",24.74 TWh
"In 2021, United Arab Emirates consumed how much of coal in terms of TWh?",30.15 TWh
"In 2022, United Arab Emirates consumed how much of coal in terms of TWh?",27.89 TWh
"In 2023, United Arab Emirates consumed how much of coal in terms of TWh?",28.41 TWh
"In 1965, United Kingdom consumed how much of coal in terms of TWh?",1365.33 TWh
"In 1966, United Kingdom consumed how much of coal in terms of TWh?",1299.42 TWh
"In 1967, United Kingdom consumed how much of coal in terms of TWh?",1213.83 TWh
"In 1968, United Kingdom consumed how much of coal in terms of TWh?",1214.75 TWh
"In 1969, United Kingdom consumed how much of coal in terms of TWh?",1184.05 TWh
"In 1970, United Kingdom consumed how much of coal in terms of TWh?",1116.76 TWh
"In 1971, United Kingdom consumed how much of coal in terms of TWh?",989.71 TWh
"In 1972, United Kingdom consumed how much of coal in terms of TWh?",866.92 TWh
"In 1973, United Kingdom consumed how much of coal in terms of TWh?",938.98 TWh
"In 1974, United Kingdom consumed how much of coal in terms of TWh?",826.66 TWh
"In 1975, United Kingdom consumed how much of coal in terms of TWh?",831.60 TWh
"In 1976, United Kingdom consumed how much of coal in terms of TWh?",846.27 TWh
"In 1977, United Kingdom consumed how much of coal in terms of TWh?",849.05 TWh
"In 1978, United Kingdom consumed how much of coal in terms of TWh?",827.14 TWh
"In 1979, United Kingdom consumed how much of coal in terms of TWh?",889.11 TWh
"In 1980, United Kingdom consumed how much of coal in terms of TWh?",826.49 TWh
"In 1981, United Kingdom consumed how much of coal in terms of TWh?",822.00 TWh
"In 1982, United Kingdom consumed how much of coal in terms of TWh?",766.64 TWh
"In 1983, United Kingdom consumed how much of coal in terms of TWh?",773.77 TWh
"In 1984, United Kingdom consumed how much of coal in terms of TWh?",549.82 TWh
"In 1985, United Kingdom consumed how much of coal in terms of TWh?",731.28 TWh
"In 1986, United Kingdom consumed how much of coal in terms of TWh?",789.77 TWh
"In 1987, United Kingdom consumed how much of coal in terms of TWh?",809.09 TWh
"In 1988, United Kingdom consumed how much of coal in terms of TWh?",785.40 TWh
"In 1989, United Kingdom consumed how much of coal in terms of TWh?",756.00 TWh
"In 1990, United Kingdom consumed how much of coal in terms of TWh?",755.31 TWh
"In 1991, United Kingdom consumed how much of coal in terms of TWh?",756.59 TWh
"In 1992, United Kingdom consumed how much of coal in terms of TWh?",711.38 TWh
"In 1993, United Kingdom consumed how much of coal in terms of TWh?",619.48 TWh
"In 1994, United Kingdom consumed how much of coal in terms of TWh?",578.41 TWh
"In 1995, United Kingdom consumed how much of coal in terms of TWh?",551.91 TWh
"In 1996, United Kingdom consumed how much of coal in terms of TWh?",515.98 TWh
"In 1997, United Kingdom consumed how much of coal in terms of TWh?",460.18 TWh
"In 1998, United Kingdom consumed how much of coal in terms of TWh?",448.69 TWh
"In 1999, United Kingdom consumed how much of coal in terms of TWh?",398.92 TWh
"In 2000, United Kingdom consumed how much of coal in terms of TWh?",427.15 TWh
"In 2001, United Kingdom consumed how much of coal in terms of TWh?",452.55 TWh
"In 2002, United Kingdom consumed how much of coal in terms of TWh?",415.31 TWh
"In 2003, United Kingdom consumed how much of coal in terms of TWh?",443.15 TWh
"In 2004, United Kingdom consumed how much of coal in terms of TWh?",432.51 TWh
"In 2005, United Kingdom consumed how much of coal in terms of TWh?",440.46 TWh
"In 2006, United Kingdom consumed how much of coal in terms of TWh?",480.99 TWh
"In 2007, United Kingdom consumed how much of coal in terms of TWh?",452.89 TWh
"In 2008, United Kingdom consumed how much of coal in terms of TWh?",420.33 TWh
"In 2009, United Kingdom consumed how much of coal in terms of TWh?",346.70 TWh
"In 2010, United Kingdom consumed how much of coal in terms of TWh?",354.81 TWh
"In 2011, United Kingdom consumed how much of coal in terms of TWh?",357.70 TWh
"In 2012, United Kingdom consumed how much of coal in terms of TWh?",451.25 TWh
"In 2013, United Kingdom consumed how much of coal in terms of TWh?",434.92 TWh
"In 2014, United Kingdom consumed how much of coal in terms of TWh?",351.19 TWh
"In 2015, United Kingdom consumed how much of coal in terms of TWh?",277.32 TWh
"In 2016, United Kingdom consumed how much of coal in terms of TWh?",141.17 TWh
"In 2017, United Kingdom consumed how much of coal in terms of TWh?",114.23 TWh
"In 2018, United Kingdom consumed how much of coal in terms of TWh?",96.42 TWh
"In 2019, United Kingdom consumed how much of coal in terms of TWh?",68.91 TWh
"In 2020, United Kingdom consumed how much of coal in terms of TWh?",62.79 TWh
"In 2021, United Kingdom consumed how much of coal in terms of TWh?",64.24 TWh
"In 2022, United Kingdom consumed how much of coal in terms of TWh?",58.39 TWh
"In 2023, United Kingdom consumed how much of coal in terms of TWh?",51.03 TWh
"In 1965, United States consumed how much of coal in terms of TWh?",3224.24 TWh
"In 1966, United States consumed how much of coal in terms of TWh?",3380.85 TWh
"In 1967, United States consumed how much of coal in terms of TWh?",3317.00 TWh
"In 1968, United States consumed how much of coal in terms of TWh?",3433.08 TWh
"In 1969, United States consumed how much of coal in terms of TWh?",3447.24 TWh
"In 1970, United States consumed how much of coal in terms of TWh?",3414.66 TWh
"In 1971, United States consumed how much of coal in terms of TWh?",3229.20 TWh
"In 1972, United States consumed how much of coal in terms of TWh?",3362.43 TWh
"In 1973, United States consumed how much of coal in terms of TWh?",3611.49 TWh
"In 1974, United States consumed how much of coal in terms of TWh?",3525.57 TWh
